Attaching to filebeat, kibana, logstash, es-hot, some_app, es-warm
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:53.249Z", "log.level": "INFO", "message":"version[8.7.0], pid[74], build[docker/09520b59b6bc1057340b55750186466ea715e30e/2023-03-27T16:31:09.816451435Z], OS[Linux/5.15.146.1-microsoft-standard-WSL2/amd64], JVM[Oracle Corporation/OpenJDK 64-Bit Server VM/19.0.2/19.0.2+7-44]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.node.Node","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.668Z", "log.level": "INFO", "message":"loaded module [ingest-attachment]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.668Z", "log.level": "INFO", "message":"loaded module [ingest-common]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.669Z", "log.level": "INFO", "message":"loaded module [ingest-geoip]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.669Z", "log.level": "INFO", "message":"loaded module [ingest-user-agent]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.669Z", "log.level": "INFO", "message":"loaded module [kibana]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.669Z", "log.level": "INFO", "message":"loaded module [lang-expression]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[35mkibana              |[0m [2024-09-29T19:50:55.608+00:00][INFO ][node] Kibana process configured with roles: [background_tasks, ui]
[35mkibana              |[0m [2024-09-29T19:51:18.897+00:00][INFO ][plugins-service] Plugin "cloudChat" is disabled.
[35mkibana              |[0m [2024-09-29T19:51:18.898+00:00][INFO ][plugins-service] Plugin "cloudExperiments" is disabled.
[35mkibana              |[0m [2024-09-29T19:51:18.898+00:00][INFO ][plugins-service] Plugin "cloudFullStory" is disabled.
[35mkibana              |[0m [2024-09-29T19:51:18.898+00:00][INFO ][plugins-service] Plugin "cloudGainsight" is disabled.
[35mkibana              |[0m [2024-09-29T19:51:18.907+00:00][INFO ][plugins-service] Plugin "profiling" is disabled.
[35mkibana              |[0m [2024-09-29T19:51:19.010+00:00][INFO ][http.server.Preboot] http server running at http://0.0.0.0:5601
[35mkibana              |[0m [2024-09-29T19:51:19.055+00:00][INFO ][plugins-system.preboot] Setting up [1] plugins: [interactiveSetup]
[35mkibana              |[0m [2024-09-29T19:51:19.102+00:00][WARN ][config.deprecation] The default mechanism for Reporting privileges will work differently in future versions, which will affect the behavior of this cluster. Set "xpack.reporting.roles.enabled" to "false" to adopt the future behavior before upgrading.
[35mkibana              |[0m [2024-09-29T19:51:19.414+00:00][INFO ][plugins-system.standard] Setting up [132] plugins: [translations,monitoringCollection,licensing,globalSearch,globalSearchProviders,features,mapsEms,licenseApiGuard,customBranding,usageCollection,taskManager,cloud,guidedOnboarding,telemetryCollectionManager,telemetryCollectionXpack,kibanaUsageCollection,share,screenshotMode,banners,newsfeed,ftrApis,fieldFormats,expressions,screenshotting,dataViews,charts,esUiShared,customIntegrations,home,searchprofiler,painlessLab,grokdebugger,management,cloudDataMigration,advancedSettings,spaces,security,snapshotRestore,lists,encryptedSavedObjects,telemetry,licenseManagement,files,eventLog,actions,notifications,console,contentManagement,bfetch,data,watcher,fileUpload,ingestPipelines,ecsDataQualityDashboard,alerting,unifiedSearch,unifiedFieldList,savedSearch,savedObjects,graph,savedObjectsTagging,savedObjectsManagement,eventAnnotation,embeddable,reporting,uiActionsEnhanced,presentationUtil,expressionShape,expressionRevealImage,expressionRepeatImage,expressionMetric,expressionImage,controls,dataViewFieldEditor,triggersActionsUi,transform,stackConnectors,stackAlerts,ruleRegistry,visualizations,canvas,visTypeXy,visTypeVislib,visTypeVega,visTypeTimeseries,visTypeTimelion,visTypeTagcloud,visTypeTable,visTypeMetric,visTypeHeatmap,visTypeMarkdown,dashboard,dashboardEnhanced,expressionXY,expressionTagcloud,expressionPartitionVis,visTypePie,expressionMetricVis,expressionLegacyMetricVis,expressionHeatmap,expressionGauge,lens,maps,cases,timelines,sessionView,kubernetesSecurity,threatIntelligence,aiops,discover,observability,fleet,osquery,indexManagement,rollup,remoteClusters,crossClusterReplication,indexLifecycleManagement,cloudSecurityPosture,discoverEnhanced,dataVisualizer,ml,synthetics,securitySolution,infra,upgradeAssistant,monitoring,logstash,enterpriseSearch,apm,visTypeGauge,dataViewManagement]
[35mkibana              |[0m [2024-09-29T19:51:19.434+00:00][INFO ][custom-branding-service] CustomBrandingService registering plugin: customBranding
[35mkibana              |[0m [2024-09-29T19:51:19.439+00:00][INFO ][plugins.taskManager] TaskManager is identified by the Kibana UUID: a4addb60-b57b-4e15-9b5a-047c725e5fda
[35mkibana              |[0m [2024-09-29T19:51:19.541+00:00][WARN ][plugins.security.config] Generating a random key for xpack.security.encryptionKey. To prevent sessions from being invalidated on restart, please set xpack.security.encryptionKey in the kibana.yml or use the bin/kibana-encryption-keys command.
[35mkibana              |[0m [2024-09-29T19:51:19.542+00:00][WARN ][plugins.security.config] Session cookies will be transmitted over insecure connections. This is not recommended.
[35mkibana              |[0m [2024-09-29T19:51:19.572+00:00][WARN ][plugins.security.config] Generating a random key for xpack.security.encryptionKey. To prevent sessions from being invalidated on restart, please set xpack.security.encryptionKey in the kibana.yml or use the bin/kibana-encryption-keys command.
[35mkibana              |[0m [2024-09-29T19:51:19.573+00:00][WARN ][plugins.security.config] Session cookies will be transmitted over insecure connections. This is not recommended.
[35mkibana              |[0m [2024-09-29T19:51:19.584+00:00][WARN ][plugins.encryptedSavedObjects] Saved objects encryption key is not set. This will severely limit Kibana functionality. Please set xpack.encryptedSavedObjects.encryptionKey in the kibana.yml or use the bin/kibana-encryption-keys command.
[35mkibana              |[0m [2024-09-29T19:51:19.597+00:00][WARN ][plugins.actions] APIs are disabled because the Encrypted Saved Objects plugin is missing encryption key. Please set xpack.encryptedSavedObjects.encryptionKey in the kibana.yml or use the bin/kibana-encryption-keys command.
[35mkibana              |[0m [2024-09-29T19:51:19.605+00:00][INFO ][plugins.notifications] Email Service Error: Email connector not specified.
[35mkibana              |[0m [2024-09-29T19:51:19.701+00:00][WARN ][plugins.alerting] APIs are disabled because the Encrypted Saved Objects plugin is missing encryption key. Please set xpack.encryptedSavedObjects.encryptionKey in the kibana.yml or use the bin/kibana-encryption-keys command.
[35mkibana              |[0m [2024-09-29T19:51:19.743+00:00][WARN ][plugins.reporting.config] Generating a random key for xpack.reporting.encryptionKey. To prevent sessions from being invalidated on restart, please set xpack.reporting.encryptionKey in the kibana.yml or use the bin/kibana-encryption-keys command.
[35mkibana              |[0m [2024-09-29T19:51:19.745+00:00][WARN ][plugins.reporting.config] Found 'server.host: "0.0.0.0"' in Kibana configuration. Reporting is not able to use this as the Kibana server hostname. To enable PNG/PDF Reporting to work, 'xpack.reporting.kibanaServer.hostname: localhost' is automatically set in the configuration. You can prevent this message by adding 'xpack.reporting.kibanaServer.hostname: localhost' in kibana.yml.
[35mkibana              |[0m [2024-09-29T19:51:19.774+00:00][INFO ][plugins.ruleRegistry] Installing common resources shared between all indices
[35mkibana              |[0m [2024-09-29T19:51:20.098+00:00][INFO ][plugins.cloudSecurityPosture] Registered task successfully [Task: cloud_security_posture-stats_task]
[35mkibana              |[0m [2024-09-29T19:51:20.522+00:00][INFO ][plugins.screenshotting.config] Chromium sandbox provides an additional layer of protection, and is supported for Linux Ubuntu 20.04 OS. Automatically enabling Chromium sandbox.
[35mkibana              |[0m [2024-09-29T19:51:21.179+00:00][INFO ][plugins.screenshotting.chromium] Browser executable: /usr/share/kibana/x-pack/plugins/screenshotting/chromium/headless_shell-linux_x64/headless_shell
[35mkibana              |[0m [2024-09-29T19:51:24.782+00:00][ERROR][elasticsearch-service] Unable to retrieve version information from Elasticsearch nodes. getaddrinfo ENOTFOUND es-warm
[35mkibana              |[0m [2024-09-29T19:51:49.768+00:00][ERROR][elasticsearch-service] Unable to retrieve version information from Elasticsearch nodes. getaddrinfo ENOTFOUND es-hot
[35mkibana              |[0m [2024-09-29T19:52:14.789+00:00][ERROR][elasticsearch-service] Unable to retrieve version information from Elasticsearch nodes. getaddrinfo ENOTFOUND es-warm
[35mkibana              |[0m [2024-09-29T19:52:39.778+00:00][ERROR][elasticsearch-service] Unable to retrieve version information from Elasticsearch nodes. getaddrinfo ENOTFOUND es-hot
[35mkibana              |[0m [2024-09-29T19:52:59.777+00:00][ERROR][elasticsearch-service] Unable to retrieve version information from Elasticsearch nodes. getaddrinfo ENOTFOUND es-warm
[35mkibana              |[0m [2024-09-29T19:53:44.770+00:00][ERROR][elasticsearch-service] Unable to retrieve version information from Elasticsearch nodes. getaddrinfo ENOTFOUND es-hot
[35mkibana              |[0m [2024-09-29T19:54:14.776+00:00][ERROR][elasticsearch-service] Unable to retrieve version information from Elasticsearch nodes. getaddrinfo ENOTFOUND es-warm
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.670Z", "log.level": "INFO", "message":"loaded module [lang-mustache]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.670Z", "log.level": "INFO", "message":"loaded module [lang-painless]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.671Z", "log.level": "INFO", "message":"loaded module [legacy-geo]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.671Z", "log.level": "INFO", "message":"loaded module [mapper-extras]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.671Z", "log.level": "INFO", "message":"loaded module [mapper-version]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.672Z", "log.level": "INFO", "message":"loaded module [old-lucene-versions]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.672Z", "log.level": "INFO", "message":"loaded module [parent-join]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.678Z", "log.level": "INFO", "message":"loaded module [percolator]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.678Z", "log.level": "INFO", "message":"loaded module [rank-eval]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.680Z", "log.level": "INFO", "message":"loaded module [reindex]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.682Z", "log.level": "INFO", "message":"loaded module [repositories-metering-api]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.682Z", "log.level": "INFO", "message":"loaded module [repository-azure]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.683Z", "log.level": "INFO", "message":"loaded module [repository-gcs]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.683Z", "log.level": "INFO", "message":"loaded module [repository-s3]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.683Z", "log.level": "INFO", "message":"loaded module [repository-url]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.684Z", "log.level": "INFO", "message":"loaded module [runtime-fields-common]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.684Z", "log.level": "INFO", "message":"loaded module [search-business-rules]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.684Z", "log.level": "INFO", "message":"loaded module [searchable-snapshots]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.685Z", "log.level": "INFO", "message":"loaded module [snapshot-based-recoveries]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.685Z", "log.level": "INFO", "message":"loaded module [snapshot-repo-test-kit]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.685Z", "log.level": "INFO", "message":"loaded module [spatial]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.685Z", "log.level": "INFO", "message":"loaded module [transform]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.686Z", "log.level": "INFO", "message":"loaded module [transport-netty4]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.686Z", "log.level": "INFO", "message":"loaded module [unsigned-long]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.686Z", "log.level": "INFO", "message":"loaded module [vector-tile]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.686Z", "log.level": "INFO", "message":"loaded module [wildcard]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.687Z", "log.level": "INFO", "message":"loaded module [x-pack-aggregate-metric]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.687Z", "log.level": "INFO", "message":"loaded module [x-pack-analytics]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.687Z", "log.level": "INFO", "message":"loaded module [x-pack-async]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.687Z", "log.level": "INFO", "message":"loaded module [x-pack-async-search]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
[33mes-warm             |[0m {"@timestamp":"2024-09-29T19:50:59.688Z", "log.level": "INFO", "message":"loaded module [x-pack-autoscaling]", "ecs.version": "1.2.0","service.name":"ES_ECS","event.dataset":"elasticsearch.server","process.thread.name":"main","log.logger":"org.elasticsearch.plugins.PluginsService","elasticsearch.node.name":"es-warm","elasticsearch.cluster.name":"es-docker-cluster"}
